DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,BORE_OIL_VOL,AVG_WHP_P,AVG_ANNULUS_PRESS,ANNULUS_FILLED,WINDOW,TRUE_LABEL,DRIFT_ONSET,INJECTED_FEATURES
2008-03-25,271.6835775,105.910075,173.644271875,3130.58,98.039305625,14.906444166666668,0,baseline,No Drift,0,
2008-03-29,271.4679408510638,105.87037574468086,174.19106978723406,3137.26,97.2768710638298,6.743923191489362,0,baseline,No Drift,0,
2008-04-01,270.35961895833333,105.88914770833334,172.92823479166665,3060.6,97.43138416666666,11.469455,0,baseline,No Drift,0,
2008-04-02,269.64498145833335,105.8938425,172.98649104166665,3053.67,96.65849041666668,12.749728541666666,0,baseline,No Drift,0,
2008-04-03,268.861676875,105.89730333333333,172.74514458333334,3103.12,96.11653229166669,13.189178125,0,baseline,No Drift,0,
2008-04-04,268.1804975,105.89705395833332,172.48991145833332,3110.68,95.69058604166666,13.2729475,0,baseline,No Drift,0,
2008-04-05,267.456426875,105.894669375,172.31615729166666,3303.3,95.14026958333334,13.266147291666666,0,baseline,No Drift,0,
2008-04-06,266.85520041666666,105.88659041666666,172.066815625,3028.41,94.78838479166669,13.261453333333334,0,baseline,No Drift,0,
2008-04-07,266.4763933333333,105.87188041666668,171.73653541666667,2998.8,94.73985791666668,13.148674791666666,0,baseline,No Drift,0,
2008-04-08,265.8998741666667,105.86069083333334,171.35568375,3054.12,94.54419041666668,13.064404791666666,0,baseline,No Drift,0,
2008-04-09,265.3951304166667,105.85311104166666,171.17766333333333,3025.8,94.21746708333332,12.985788958333334,0,baseline,No Drift,0,
2008-04-10,264.9207029787234,105.84648425531915,171.1089055319149,3003.22,93.81179744680853,12.916430212765958,0,baseline,No Drift,0,
2008-04-11,264.33433,105.840110625,170.71207354166663,3015.97,93.62225645833334,12.716293541666667,0,baseline,No Drift,0,
2008-04-14,265.6112954166667,105.6165925,181.72734770833333,2578.63,83.88394770833334,6.660095208333333,0,baseline,No Drift,0,
2008-04-15,263.6763463329865,105.81841322321014,170.63894880718277,2494.26,93.03739752580373,10.545677044846618,0,baseline,No Drift,0,
2008-04-16,263.01012607283184,105.64635186289084,170.01040002284398,2847.56,92.99972604998788,11.030188760688484,0,baseline,No Drift,0,
2008-04-18,263.1737115188668,105.78555850157136,170.28931614193667,2448.14,92.88439537693012,7.94042125401692,0,baseline,No Drift,0,
2008-04-19,263.1419007844741,105.7766075477225,170.12042243608784,2513.65,93.0214783483863,9.92478416684462,0,baseline,No Drift,0,
2008-04-20,262.1704129166667,105.78688166666667,169.53188645833333,2752.75,92.63852645833332,11.18001375,0,baseline,No Drift,0,
2008-04-21,261.610255,105.78262708333334,169.28461875,2752.3,92.32563625,11.256799166666667,0,baseline,No Drift,0,
2008-04-22,261.1146539583333,105.77734729166669,168.94576666666666,2737.24,92.16888729166666,11.1599625,0,baseline,No Drift,0,
2008-04-23,260.55793520833333,105.77106875,168.69795541666667,2735.53,91.85997979166666,11.010634583333331,0,baseline,No Drift,0,
2008-04-24,260.1265817021277,105.76913127659574,168.54905191489362,2730.33,91.57752978723404,10.907252978723404,0,baseline,No Drift,0,
2008-04-25,260.523110625,105.78107645833332,168.74463145833334,2727.65,91.77847916666668,10.937146875,0,baseline,No Drift,0,
2008-04-26,261.1412585416667,105.79446541666668,168.90140395833333,2747.01,92.23985458333334,10.915416666666667,0,baseline,No Drift,0,
2008-04-30,261.2815514583333,105.77952354166666,170.41920520833332,3011.83,90.86234625,7.151377708333333,0,baseline,No Drift,0,
2008-05-01,260.78862,105.83854541666666,170.11878520833332,3167.59,90.66983479166667,10.633673333333334,0,baseline,No Drift,0,
2008-05-02,261.179134375,105.85250083333334,170.4076225,3163.92,90.771511875,11.451309583333334,0,baseline,No Drift,0,
2008-05-03,261.6092629166667,105.86265208333332,170.54918625,3173.19,91.06007666666666,11.855417083333334,0,baseline,No Drift,0,
2008-05-04,262.08819020833334,105.87273,170.71714791666668,3188.85,91.37104229166668,12.023132291666666,0,baseline,No Drift,0,
2008-05-05,262.652684375,105.88165333333332,170.93675520833332,3186.96,91.71592916666668,12.268680416666667,0,baseline,No Drift,0,
2008-05-06,263.0432495833333,105.8866975,171.23656729166666,3176.89,91.80668229166666,12.532499375,0,baseline,No Drift,0,
2008-05-07,263.48809166666666,105.893396875,171.38529166666666,3171.32,92.1028,12.593843541666669,0,baseline,No Drift,0,
2008-05-08,263.91874916666666,105.90165375,171.52171395833332,3170.85,92.39703520833334,12.716155,0,baseline,No Drift,0,
2008-05-09,264.351059375,105.90839375,171.57182145833335,3188.02,92.77923791666667,12.817577916666666,0,baseline,No Drift,0,
2008-05-10,264.227475,105.91762041666668,172.648793125,3415.68,91.578681875,13.349437916666666,0,baseline,No Drift,0,
2008-05-11,264.08789,105.91898,174.47571541666667,3701.51,89.61217458333333,14.155385208333334,0,baseline,No Drift,0,
2008-05-12,264.08789,105.91898,176.44395872340425,4002.28,87.64393127659575,14.628508936170212,0,baseline,No Drift,0,
2008-05-13,264.08789,105.91898,178.2197363829787,4253.12,85.86815361702128,15.169232765957446,0,baseline,No Drift,0,
2008-05-14,264.08789,105.91898,178.34193,4279.91,85.74596,15.354737291666666,0,baseline,No Drift,0,
2008-05-15,264.08789,105.91898,179.66063458333332,4439.62,84.42725541666667,15.703747083333331,0,baseline,No Drift,0,
2008-05-16,264.08789,105.91898,180.6398,4582.9,83.44809,15.924326458333333,0,baseline,No Drift,0,
2008-05-17,264.08789,105.91898,181.25933666666663,4677.42,82.82855333333333,15.919254375,0,baseline,No Drift,0,
2008-05-18,264.08789,105.91898,181.24754833333333,4688.63,82.84034166666666,15.687664791666666,0,baseline,No Drift,0,
2008-05-19,264.08789,105.91898,181.15959666666663,4687.74,82.92829333333333,15.806983541666666,0,baseline,No Drift,0,
2008-05-20,297.6459697916667,105.57433902849137,216.3820125,4885.56,81.26395729166667,16.087013541666668,0,baseline,No Drift,0,
2008-05-21,257.2,105.57433902849137,177.02884,5013.12,80.17116,16.3650325,0,baseline,No Drift,0,
2008-05-22,258.14605958333334,106.08248895833331,177.925675625,5017.55,80.22038395833333,16.431950416666666,0,baseline,No Drift,0,
2008-05-23,258.33252270833333,106.14487625,178.13036875,5019.23,80.20215395833333,16.468540833333332,0,baseline,No Drift,0,
2008-05-24,258.339496875,106.14994958333334,178.16663895833332,5034.28,80.17285791666667,16.468244791666667,0,baseline,No Drift,0,
2008-05-25,258.3098160416667,106.15579270833334,178.29270916666667,5045.72,80.017106875,16.541159375,0,baseline,No Drift,0,
2008-05-26,258.316348125,106.161113125,178.35508875,5053.01,79.961259375,16.287065208333335,0,baseline,No Drift,0,
2008-05-27,257.975446875,106.22877770833334,178.00507854166668,5065.87,79.97036833333334,16.17432,0,baseline,No Drift,0,
2008-05-28,258.4236110416667,106.17195916666668,178.26345166666667,5072.27,80.160159375,16.017344791666666,0,baseline,No Drift,0,
2008-05-29,258.45708979166665,106.17610895833332,178.25680416666663,5086.33,80.200285625,15.986713333333334,0,baseline,No Drift,0,
2008-05-30,260.6458497591284,106.15840587602708,177.32261740065582,3869.22,83.32323235847258,15.655488568013444,0,baseline,No Drift,0,
2008-06-03,259.0873539624423,106.16301365806954,259.0873539624423,4999.75,0.0,12.23382604247566,0,baseline,No Drift,0,
2008-06-04,258.4640527083333,106.1684125,257.43431416666664,5067.01,1.029738541666667,13.167046458333331,0,baseline,No Drift,0,
2008-06-05,258.422451875,106.17518833333334,191.39515458333327,5040.47,67.02729729166667,13.687238958333332,0,baseline,No Drift,0,
2008-06-06,258.5171222916667,106.18150854166667,178.21372854166663,5058.13,80.30339375,13.862924166666666,0,baseline,No Drift,0,
2008-06-07,258.634306875,106.18602145833331,178.42629979166668,5057.56,80.20800708333333,14.043703333333331,0,baseline,No Drift,0,
2008-06-08,258.6495514583333,106.19175458333332,178.49661354166668,5070.12,80.15293791666667,14.028066875,0,baseline,No Drift,0,
2008-06-09,258.706738125,106.196510625,178.44858104166667,5081.36,80.25815708333333,13.964694583333332,0,baseline,No Drift,0,
2008-06-10,258.75828020833336,106.20104833333332,178.56673416666666,5081.78,80.19154604166667,13.904241458333331,0,baseline,No Drift,0,
2008-06-11,258.3180360416667,106.1953875,178.370149375,5087.06,79.94788666666666,13.796805,0,baseline,No Drift,0,
2008-06-12,257.2102972916667,106.178721875,177.810411875,5060.12,79.39988541666666,13.535714375,0,baseline,No Drift,0,
2008-06-13,256.56342229166665,106.175549375,177.52836145833334,5032.29,79.03506083333333,13.375660416666667,0,baseline,No Drift,0,
2008-06-14,259.0030253842801,106.15823234023348,177.31376738572098,4332.16,81.68925799855911,11.666209545844184,0,baseline,No Drift,0,
2008-06-15,256.6373745833333,106.19137375,177.8872475,5087.53,78.75012708333334,13.478296041666669,0,baseline,No Drift,0,
2008-06-16,256.86490104166666,106.20034416666668,178.030971875,5102.25,78.83392916666666,13.615031666666669,0,baseline,No Drift,0,
2008-06-17,257.12225520833334,106.20828833333331,177.956730625,5102.84,79.16552458333334,13.571802291666666,0,baseline,No Drift,0,
2008-06-18,257.43948625,106.21543854166669,178.07927770833334,5135.06,79.36020854166667,13.560247083333334,0,baseline,No Drift,0,
2008-06-19,257.7484185106383,106.22251914893616,178.27294255319148,5140.62,79.4754759574468,13.605035319148936,0,baseline,No Drift,0,
2008-06-20,259.6501121585778,106.20839088677836,177.66657734895432,4721.66,81.98353480962348,12.9316467951503,0,baseline,No Drift,0,
2008-06-21,258.762320625,106.21863520833334,178.30373375,5037.62,80.458586875,13.703889375,0,baseline,No Drift,0,
2008-06-22,258.42909936170213,106.23389446808513,178.6141885106383,5147.1,79.81491085106383,13.676688723404256,0,baseline,No Drift,0,
2008-06-23,258.84896354166665,106.23984583333332,178.79473583333333,5114.6,80.05422770833333,13.802399791666666,0,baseline,No Drift,0,
2008-06-24,259.1241759574468,106.24647872340424,179.01843191489365,5123.74,80.1057440425532,13.985570638297872,0,baseline,No Drift,0,
2008-06-25,259.3143972916667,106.25217208333332,178.92452958333334,5135.48,80.38986770833333,14.022246875,0,baseline,No Drift,0,
2008-06-27,259.66196791666664,106.25255625,179.23992604166668,5126.41,80.422041875,13.92346875,0,baseline,No Drift,0,
2008-06-28,259.611093125,106.25772708333334,179.11628583333334,5075.74,80.49480729166666,14.164430208333334,0,baseline,No Drift,0,
2008-06-29,259.68716270833335,105.57433902849137,179.47737770833334,5121.12,80.209785,13.963770625,0,baseline,No Drift,0,
2008-06-30,245.400054375,105.57433902849137,159.675661875,4372.28,85.7243925,13.223955208333331,0,baseline,No Drift,0,
2008-07-01,264.333096155768,106.18765960327636,177.106999406966,3980.51,87.22609674880198,11.737364509279269,0,baseline,No Drift,0,
2008-07-02,260.339775625,106.261546875,179.20789,5114.67,81.131885625,13.296069166666667,0,baseline,No Drift,0,
2008-07-03,260.493821875,106.26894208333331,179.09690833333335,5083.67,81.39691354166666,14.015018958333334,0,baseline,No Drift,0,
2008-07-04,260.6658247916667,106.27400375,179.35101145833335,5080.84,81.31481333333333,14.216964375,0,baseline,No Drift,0,
2008-07-05,260.7923670833333,106.2790425,179.51473770833334,5086.26,81.277629375,14.284417708333333,0,baseline,No Drift,0,
2008-07-06,260.88503125,106.28360416666666,179.53157166666668,5087.7,81.35345958333333,14.294287708333334,0,baseline,No Drift,0,
2008-07-07,260.9390422916667,106.28537895833334,179.43759,5094.92,81.50145229166667,14.27634625,0,baseline,No Drift,0,
2008-07-08,261.1518702083333,106.292826875,179.48091583333334,5095.75,81.670954375,14.2399625,0,baseline,No Drift,0,
2008-07-09,261.37445104166665,106.29743395833331,179.80298125,5094.03,81.57146979166667,14.452688333333333,0,baseline,No Drift,0,
2008-07-10,261.49006226851435,106.29819559101966,179.80573227465052,4621.52,81.68432999386384,14.518632142493193,0,baseline,No Drift,0,
2008-07-13,264.3054052083333,106.19826125,177.03937958333333,4169.38,87.266025625,10.422329583333331,0,baseline,No Drift,0,
2008-07-14,264.45629102209034,106.16371974393547,175.74173008732473,3818.8,88.71456093476559,11.076639311772045,0,baseline,No Drift,0,
2008-07-15,260.2196670212766,106.18946638297872,176.2549044680851,4304.71,83.96476255319149,12.679448936170212,0,baseline,No Drift,0,
2008-07-16,263.3040158333333,106.11649083333332,173.53244770833334,3526.92,89.771568125,11.592778333333332,0,baseline,No Drift,0,
2008-07-17,264.5800589583333,106.09050375,172.95664083333332,3341.55,91.623418125,11.111368541666666,0,baseline,No Drift,0,
2008-07-18,265.2876827083333,106.07798645833331,172.61385041666668,3215.85,92.67383229166668,10.838337708333333,0,baseline,No Drift,0,
2008-07-19,265.65083979166667,106.070994375,172.47877604166666,3176.28,93.17206375,10.575766875,0,baseline,No Drift,0,
2008-07-20,265.732695,106.06996229166668,172.55761583333333,3186.03,93.17507916666666,10.461562083333334,0,baseline,No Drift,0,
2008-07-21,265.75697979166665,106.07010458333332,172.529799375,3182.55,93.22718041666668,10.436715416666669,0,baseline,No Drift,0,
2008-07-22,265.84783604166665,106.06947166666669,172.60312666666667,3166.64,93.244709375,10.573690208333334,0,baseline,No Drift,0,
2008-07-23,265.84632791666667,106.07027104166669,172.52338145833335,3148.96,93.32294645833332,10.533507708333332,0,baseline,No Drift,0,
2008-07-24,265.8505802083333,106.06934270833334,172.55113083333333,3148.89,93.299449375,10.511541666666666,0,baseline,No Drift,0,
2008-07-25,265.9114627083333,106.06994625,172.44531041666667,3163.29,93.46615229166666,10.445166666666667,0,baseline,No Drift,0,
2008-07-26,266.022489375,106.070606875,172.44786333333334,3145.11,93.57462604166666,10.482964375,0,baseline,No Drift,0,
2008-07-27,266.0745275,106.05677395833334,172.47442708333332,3177.3,93.60010041666666,10.52579125,0,baseline,No Drift,0,
2008-07-28,266.15421833333335,106.07231791666666,172.60042479166663,3143.1,93.55379354166666,10.616665,0,baseline,No Drift,0,
2008-07-29,265.13258479166666,106.08684291666668,173.06634833333334,3346.15,92.06623645833334,10.798925,0,baseline,No Drift,0,
2008-07-30,270.571333125,106.00616645833334,172.04576229166668,2434.33,98.52557083333332,8.508557291666667,0,baseline,No Drift,0,
2008-07-31,271.247833125,105.937885625,173.49944166666666,2316.52,97.74839145833332,6.121139583333333,0,baseline,No Drift,0,
2008-08-01,267.5737252083333,106.06380125,172.233431875,2976.42,95.34029333333334,9.808947291666666,0,baseline,No Drift,0,
2008-08-02,267.47130166666665,106.06821770833334,176.96816604166668,3031.55,90.503135625,9.567451875,0,baseline,No Drift,0,
2008-08-03,267.4816122916667,106.06763875,172.33374541666666,2993.48,95.147866875,10.135866458333334,0,baseline,No Drift,0,
2008-08-04,267.32554125,105.99067604166666,172.35728541666666,3093.31,94.96825583333332,10.149073125,0,baseline,No Drift,0,
2008-08-05,267.40197270833335,106.066228125,172.43297625,2998.53,94.96899645833334,10.171318541666666,0,baseline,No Drift,0,
2008-08-09,261.3837620833333,106.109955625,175.87199791666666,4060.24,85.51176416666667,8.869626666666667,0,baseline,No Drift,0,
2008-08-10,259.03140125,106.15793333333332,175.55485791666666,4349.22,83.47654333333334,11.856051041666667,0,baseline,No Drift,0,
2008-08-11,258.1155645833333,106.16493645833332,175.49292208333333,4412.46,82.6226425,12.251472083333333,0,baseline,No Drift,0,
2008-08-12,256.948674893617,106.17366106382978,175.47980085106383,4418.03,81.4688740425532,12.58493255319149,0,baseline,No Drift,0,
2008-08-13,256.47801208333334,106.17159229166668,175.2284879166667,4448.97,81.24952416666666,12.376515416666669,0,baseline,No Drift,0,
2008-08-14,256.92322270833336,106.15948104166668,174.9695,4353.59,81.95372270833333,11.902426458333334,0,baseline,No Drift,0,
2008-08-15,254.87048020833333,106.18251041666667,175.027673125,4499.01,79.84280708333333,12.366870833333332,0,baseline,No Drift,0,
2008-08-16,250.17287270833333,106.24531854166666,177.04528541666667,5479.4,73.12758729166667,12.736357708333331,0,baseline,No Drift,0,
2008-08-17,249.0045533333333,106.25514020833332,176.35870541666668,5443.61,72.64584791666667,12.537426458333334,0,baseline,No Drift,0,
2008-08-18,247.94722479166663,106.252333125,175.50200458333333,5374.18,72.44522020833334,12.325005416666666,0,baseline,No Drift,0,
2008-08-19,247.15030083333332,106.25187708333333,175.0158825,5315.03,72.13441833333333,12.164654166666669,0,baseline,No Drift,0,
2008-08-20,246.26122520833331,106.2531975,174.78770395833334,4980.89,71.47352125,12.119949791666668,0,baseline,No Drift,0,
2008-08-21,248.75994604166667,106.21220541666666,173.02240479166667,4450.0,75.73754125,11.514431666666669,0,baseline,No Drift,0,
2008-08-22,262.70779645833335,105.98544458333332,168.541333125,2049.86,94.16646333333334,7.3792425,0,baseline,No Drift,0,
2008-08-23,264.0529908333333,105.97223770833334,168.99666604166666,2059.29,95.05632479166668,7.145564375,0,baseline,No Drift,0,
2008-08-24,265.06799020833336,105.97430166666666,169.18305125,2080.27,95.88493895833334,7.515969166666666,0,baseline,No Drift,0,
2008-08-25,266.0743402083333,105.98177729166666,169.56141729166666,2089.77,96.51292291666668,12.466870625,0,baseline,No Drift,0,
2008-08-26,267.07084291666666,105.99709,170.10437416666667,2093.46,96.96646875,12.684255,0,baseline,No Drift,0,
2008-08-27,267.486543125,105.99318229166668,170.23362770833333,2084.4,97.25291541666668,12.622829583333331,0,baseline,No Drift,0,
2008-08-28,267.0986886823584,105.97747931072188,170.30826459475676,2086.63,96.79042408760164,12.493636144031848,0,baseline,No Drift,0,
2008-08-29,266.3847354166667,105.98285208333331,170.193260625,2189.55,96.19147479166666,13.271568958333331,0,baseline,No Drift,0,
2008-08-30,266.99530166666665,105.97159083333334,169.96080458333333,2058.63,97.03449708333332,12.659081875,0,baseline,No Drift,0,
2008-09-01,267.85562791666666,105.95782145833331,170.31169145833334,2029.12,97.54393645833332,11.179613541666669,0,baseline,No Drift,0,
2008-09-07,268.6969383333333,105.96082916666668,171.25886125,2173.11,97.43807708333334,8.602781875,0,baseline,No Drift,0,
2008-09-10,273.5455157627119,105.57433902849137,176.26154305084745,1181.97,97.2839727118644,2.7851274152542373,0,baseline,No Drift,0,
2008-09-11,260.00066531914894,106.0605274468085,172.70495638297874,4067.32,87.29570893617021,12.499343541666669,0,baseline,No Drift,0,
2008-09-12,259.2020970212766,106.06172340425532,171.6275425531915,3735.86,87.57455446808511,14.771970212765956,0,baseline,No Drift,0,
2008-09-13,256.7080477083333,106.06625854166668,171.45937895833333,4057.56,85.24866875,15.355812291666666,0,baseline,No Drift,0,
2008-09-14,255.08728041666663,106.06671791666666,170.869950625,4036.38,84.21732979166667,15.873410833333333,0,baseline,No Drift,0,
2008-09-15,253.33259541666663,106.068135,170.47817958333334,4046.64,82.85441583333333,15.933652708333334,0,baseline,No Drift,0,
2008-09-16,251.53166166666668,106.06169875,169.73455645833334,4004.96,81.79710520833333,15.835475208333332,0,baseline,No Drift,0,
2008-09-17,249.43235958333327,106.05296166666666,168.78550770833334,3937.38,80.646851875,15.610239791666666,0,baseline,No Drift,0,
2008-09-18,253.1792645833333,105.947398125,168.11481645833334,2503.26,85.064448125,12.015160208333333,0,baseline,No Drift,0,
2008-09-19,251.716030625,105.96122666666666,167.47542854166667,2551.19,84.24060208333333,11.703934166666668,0,baseline,No Drift,0,
2008-09-20,245.81575708333327,106.01503479166666,166.58339479166668,3605.75,79.23236229166666,14.002790833333334,0,baseline,No Drift,0,
2008-09-21,245.887082076145,105.9938493027276,166.33843475335934,2858.81,79.54864732278565,12.632838917495915,0,baseline,No Drift,0,
2008-09-23,241.2124312298249,106.04827849945816,165.77104920182026,3652.8,75.4413820280046,14.167069593818548,0,baseline,No Drift,0,
2008-09-24,239.90318104166667,106.04879625,165.24874520833333,3629.3,74.65443583333334,14.585149166666667,0,baseline,No Drift,0,
2008-09-25,240.83559125,106.013143125,164.53675395833332,3389.78,76.29883729166667,13.867970208333332,0,baseline,No Drift,0,
2008-09-26,237.6129325,106.04809020833332,164.527390625,3575.59,73.085541875,14.3303175,0,baseline,No Drift,0,
2008-09-27,239.5300283333333,106.03044958333334,164.52426520833333,3174.51,75.005763125,13.187325625,0,baseline,No Drift,0,
2008-09-28,238.2146,106.03235041666667,164.21349458333333,3371.21,74.00110541666666,13.597248541666668,0,baseline,No Drift,0,
2008-09-29,236.52228479166664,106.045924375,164.05065604166666,3512.44,72.47162875,13.927809791666666,0,baseline,No Drift,0,
2008-09-30,236.111145,106.052625625,164.05227979166668,3627.46,72.05886520833333,14.034141041666668,0,baseline,No Drift,0,
2008-10-01,235.13481770833332,106.0636775,164.01327541666666,3606.89,71.12154229166667,14.164200208333334,0,baseline,No Drift,0,
2008-10-02,234.69692541666663,106.06306083333334,163.75361,3319.85,70.94331541666666,14.022175625,0,baseline,No Drift,0,
2008-10-03,234.16510375,106.06222770833334,163.415419375,3593.88,70.749684375,13.827047083333332,0,baseline,No Drift,0,
2008-10-04,241.5245552083333,105.95504895833334,164.49418708333334,2463.91,77.030368125,11.01612,0,baseline,No Drift,0,
2008-10-05,233.89183916666667,106.04434583333334,163.27444729166666,3377.17,70.617391875,12.815502708333334,0,baseline,No Drift,0,
2008-10-06,242.24603050639536,105.92143455741952,163.30569650669358,2126.84,78.94033399970179,10.826460319047666,0,baseline,No Drift,0,
2008-10-07,239.5164577083333,105.95135083333334,162.37134166666667,2726.28,77.14511604166667,11.826978958333331,0,baseline,No Drift,0,
2008-10-08,239.48503520833333,105.95146479166668,162.41441166666667,2719.29,77.07062354166666,12.023896041666667,0,baseline,No Drift,0,
2008-10-09,239.479765625,105.95117020833334,162.29908041666667,2713.82,77.18068520833333,12.087379375,0,baseline,No Drift,0,
2008-10-10,239.4173264583333,105.951540625,162.20034666666666,2720.48,77.21697979166666,11.955986041666666,0,baseline,No Drift,0,
2008-10-11,239.16746125,105.95181625,162.22996583333332,2739.75,76.93749541666666,11.815253541666667,0,baseline,No Drift,0,
2008-10-12,238.34125229166668,105.97195645833334,162.53795979166668,2824.96,75.8032925,12.305151666666667,0,baseline,No Drift,0,
2008-10-13,238.30225875,105.96828770833334,162.357573125,2827.75,75.944685625,12.261360208333333,0,baseline,No Drift,0,
2008-10-14,238.3596770833333,105.97109270833332,162.437761875,2829.21,75.92191520833333,12.280618125,0,baseline,No Drift,0,
2008-10-15,238.33568354166667,105.97432916666666,162.24743291666667,2825.33,76.088250625,12.269326875,0,baseline,No Drift,0,
